"npi","nb_article","annee"
"'endurance training', 'muscle stretching exercises'","4.0","1997.0"
"'endurance training', 'iron'","3.0","1997.0"
"'physiotherapy'","2.0","1997.0"
"'diet'","2.0","1997.0"
"'calcium', 'iron'","2.0","1997.0"
"'weight lifting'","2.0","1997.0"
"'psychotherapy', 'socioenvironmental therapy'","1.0","1997.0"
"'cognitive behavioral therapy'","1.0","1997.0"
"'calcium', 'endurance training', 'muscle stretching exercises'","1.0","1997.0"
"'beverages', 'diet', 'dietary carbohydrates', 'muscle stretching exercises', 'endurance training'","1.0","1997.0"
"'amino acids', 'branched-chain amino acids', 'endurance training', 'arginine'","1.0","1997.0"
"'alcoholic beverages', 'beverages', 'food'","1.0","1997.0"
"'endurance training', 'heart rate variability biofeedback'","1.0","1997.0"
"'dietary supplement', 'diet', 'chromium'","1.0","1997.0"
"'creatine', 'dietary supplement', 'muscle stretching exercises', 'endurance training'","1.0","1997.0"
"'amino acids', 'endurance training'","1.0","1997.0"
"'physiotherapy', 'muscle stretching exercises'","1.0","1997.0"
"'fish oils', 'endurance training', 'vitamin e', 'carotenoids'","1.0","1997.0"
"'dietary supplement', 'diet', 'ginseng', 'creatine', 'amino acids', 'sodium bicarbonate', 'coffee'","1.0","1997.0"
"'diet', 'dietary carbohydrates', 'endurance training', 'zinc sulfate', 'vitamins', 'minerals', 'food', 'chromium'","1.0","1997.0"
"'fasting'","1.0","1997.0"
"'muscle relaxation', 'muscle stretching exercises', 'walking'","1.0","1997.0"
"'health education', 'physiotherapy'","1.0","1997.0"
"'dietary carbohydrates', 'diet', 'food'","1.0","1997.0"
"'electric stimulation therapy'","1.0","1997.0"
"'dietary carbohydrates', 'diet', 'endurance training', 'carbohydrate-restricted diet'","1.0","1997.0"
"'aerobic exercise'","1.0","1997.0"
"'endurance training', 'resistance training', 'weight lifting'","1.0","1997.0"
"'endurance training', 'muscle relaxation'","1.0","1997.0"
"'dietary carbohydrates', 'endurance training'","1.0","1997.0"
"'wrestling'","1.0","1997.0"
"'physiotherapy', 'massage'","1.0","1997.0"
"'diet', 'muscle stretching exercises'","1.0","1997.0"
"'oscillating positive expiratory pressure', 'dietary supplement'","1.0","1997.0"
"'health education'","1.0","1997.0"
"'food', 'calcium'","1.0","1997.0"
"'fatty acids, omega-3', 'dietary supplement', 'endurance training', 'corn oil'","1.0","1997.0"
"'endurance training', 'high-intensity interval training'","1.0","1997.0"
"'muscle relaxation'","1.0","1997.0"
"'dietary carbohydrates', 'dietary fats', 'endurance training', 'diet'","1.0","1997.0"
"'resistance training'","1.0","1997.0"
"'diet', 'dietary supplement', 'minerals', 'muscle stretching exercises', 'vitamin e', 'magnesium', 'creatine', 'vitamins'","1.0","1997.0"
"'oscillating positive expiratory pressure'","1.0","1997.0"
"'creatine', 'endurance training'","1.0","1997.0"
"'personalised computer based information', 'physiotherapy'","1.0","1997.0"
"'beverages', 'coffee', 'dietary carbohydrates'","1.0","1997.0"
"'diet', 'dietary supplement'","1.0","1997.0"
"'muscle stretching exercises', 'aerobic exercise'","1.0","1997.0"
"'beverages', 'dietary carbohydrates', 'diet', 'endurance training', 'food'","1.0","1997.0"
"'dietary supplement', 'creatine'","1.0","1997.0"
"'health education', 'meditation', 'muscle stretching exercises', 'yoga', 'tai chi', 'stress management'","1.0","1997.0"
"'endurance training', 'physiotherapy'","1.0","1997.0"
"'massage', 'aerobic exercise'","1.0","1997.0"
"'muscle stretching exercises', 'cold-water immersion'","1.0","1997.0"
"'coffee'","1.0","1997.0"
"'muscle stretching exercises'","25.0","2008.0"
"'endurance training'","15.0","2008.0"
"'coffee'","5.0","2008.0"
"'resistance training'","5.0","2008.0"
"'facilitator to screening'","4.0","2008.0"
"'creatine', 'dietary supplement'","3.0","2008.0"
"'beverages', 'endurance training'","3.0","2008.0"
"'creatine'","3.0","2008.0"
"'muscle stretching exercises', 'endurance training'","3.0","2008.0"
"'electric stimulation therapy'","2.0","2008.0"
"'physiotherapy', 'muscle stretching exercises'","2.0","2008.0"
"'diet'","2.0","2008.0"
"'health education', 'muscle stretching exercises', 'tai chi'","2.0","2008.0"
"'endurance training', 'creatine'","2.0","2008.0"
"'electric stimulation therapy', 'endurance training'","2.0","2008.0"
"'endurance training', 'iron'","2.0","2008.0"
"'physiotherapy'","2.0","2008.0"
"'beverages', 'aerobic exercise'","2.0","2008.0"
"'endurance training', 'muscle stretching exercises'","2.0","2008.0"
"'endurance training', 'weight lifting'","2.0","2008.0"
"'sodium bicarbonate'","2.0","2008.0"
"'health education', 'muscle stretching exercises'","2.0","2008.0"
"'electric stimulation therapy', 'calcium', 'acetylcysteine'","1.0","2008.0"
"'dietary carbohydrates', 'beverages', 'endurance training'","1.0","2008.0"
"'rice'","1.0","2008.0"
"'dietary supplement', 'creatine', 'beverages', 'amino acids', 'chromium', 'iron', 'sodium bicarbonate', 'coffee'","1.0","2008.0"
"'muscle stretching exercises', 'high-intensity interval training'","1.0","2008.0"
"'electric stimulation therapy', 'muscle stretching exercises'","1.0","2008.0"
"'prehabilitation'","1.0","2008.0"
"'food'","1.0","2008.0"
"'beverages', 'dietary carbohydrates', 'creatine', 'amino acids'","1.0","2008.0"
"'exercise movement techniques'","1.0","2008.0"
"'beverages', 'dietary carbohydrates', 'diet', 'endurance training', 'creatine'","1.0","2008.0"
"'diet', 'creatine'","1.0","2008.0"
"'resistance training', 'creatine'","1.0","2008.0"
"'resistance training', 'video-based education', 'resisted sled training'","1.0","2008.0"
"'body image'","1.0","2008.0"
"'endurance training', 'resistance training'","1.0","2008.0"
"'endurance training', 'muscle stretching exercises', 'heart rate variability biofeedback'","1.0","2008.0"
"'resistance training', 'weight lifting'","1.0","2008.0"
"'endurance training', 'sodium phosphate'","1.0","2008.0"
"'compression stocking', 'creatine', 'compression garments'","1.0","2008.0"
"'endurance training', 'vitamins', 'coenzyme q10'","1.0","2008.0"
"'cryotherapy'","1.0","2008.0"
"'endurance training', 'arginine'","1.0","2008.0"
"'acupuncture', 'traditional chinese medicine'","1.0","2008.0"
"'diet', 'endurance training', 'iron'","1.0","2008.0"
"'dietary supplement', 'resistance training', 'beta-alanine'","1.0","2008.0"
"'massage', 'vitamins', 'minerals', 'magic'","1.0","2008.0"
"'dietary supplement', 'diet', 'food'","1.0","2008.0"
"'branched-chain amino acids', 'coffee', 'creatine', 'dietary supplement', 'beverages', 'diet', 'endurance training', 'vitamins', 'minerals', 'food', 'amino acids', 'beta-alanine', 'leucine'","1.0","2008.0"
"'creatine', 'resistance training'","1.0","2008.0"
"'electric stimulation therapy', 'muscle stretching exercises', 'diet'","1.0","2008.0"
"'fasting', 'muscle stretching exercises'","1.0","2008.0"
"'mediterranean diet', 'weight loss diet', 'dietary fats', 'dietary supplement', 'fish oils', 'diet', 'low-calorie diet'","1.0","2008.0"
"'mountaineering'","1.0","2008.0"
"'diet', 'endurance training', 'dietary supplement'","1.0","2008.0"
"'calcium'","1.0","2008.0"
"'endurance training', 'food'","1.0","2008.0"
"'breathing exercises', 'endurance training', 'muscle stretching exercises'","1.0","2008.0"
"'beverages', 'creatine', 'dietary carbohydrates', 'dietary supplement'","1.0","2008.0"
"'muscle stretching exercises', 'diet'","1.0","2008.0"
"'dietary supplement'","1.0","2008.0"
"'video-based education', 'walking'","1.0","2008.0"
"'vitamin c', 'dietary supplement', 'endurance training'","1.0","2008.0"
"'dietary supplement', 'endurance training', 'weight lifting', 'resistance training', 'aerobic exercise', 'beta-alanine'","1.0","2008.0"
"'beverages', 'dietary carbohydrates', 'dietary supplement', 'endurance training'","1.0","2008.0"
"'endurance training', 'compression stocking', 'compression garments'","1.0","2008.0"
"'coffee', 'muscle stretching exercises'","1.0","2008.0"
"'muscle stretching exercises', 'health education'","1.0","2008.0"
"'diet', 'endurance training'","1.0","2008.0"
"'dietary supplement', 'food', 'diet', 'creatine', 'fasting', 'amino acids', 'resistance training'","1.0","2008.0"
"'creatine', 'endurance training', 'calcium'","1.0","2008.0"
"'endurance training', 'fasting'","1.0","2008.0"
"'coffee', 'endurance training', 'resistance training'","1.0","2008.0"
"'dietary supplement', 'muscle stretching exercises', 'walking'","1.0","2008.0"
"'kinesio tapes'","1.0","2008.0"
"'beverages', 'goji berry plant', 'phytotherapy', 'goji berry'","1.0","2008.0"
"'diet', 'dietary carbohydrates', 'endurance training'","1.0","2008.0"
"'branched-chain amino acids', 'dietary supplement', 'endurance training', 'diet', 'amino acids', 'leucine'","1.0","2008.0"
"'dietary carbohydrates', 'endurance training'","1.0","2008.0"
"'creatine', 'dietary supplement', 'food', 'diet', 'carnitine', 'sodium bicarbonate'","1.0","2008.0"
"'muscle stretching exercises', 'endurance training', 'weight lifting'","1.0","2008.0"
"'coffee', 'ephedra', 'phytotherapy', 'weight lifting', 'aerobic exercise'","1.0","2008.0"
"'endurance training', 'aerobic exercise'","1.0","2008.0"
"'beverages', 'coffee', 'health education', 'endurance training'","1.0","2008.0"
"'muscle stretching exercises', 'weight lifting'","1.0","2008.0"
"'muscle stretching exercises', 'qigong', 'aerobic exercise'","1.0","2008.0"
"'coffee', 'dietary carbohydrates'","1.0","2008.0"
"'vitamin c', 'dietary supplement', 'vitamin e', 'vitamins'","1.0","2008.0"
"'cryotherapy', 'cold-water immersion'","1.0","2008.0"
"'music therapy', 'muscle stretching exercises'","1.0","2008.0"
"'muscle stretching exercises'","20.0","2000.0"
"'endurance training'","16.0","2000.0"
"'food'","3.0","2000.0"
"'coffee', 'endurance training'","2.0","2000.0"
"'dietary carbohydrates', 'dietary fats', 'endurance training', 'diet'","2.0","2000.0"
"'health education', 'endurance training'","2.0","2000.0"
"'endurance training', 'muscle stretching exercises'","2.0","2000.0"
"'diet'","2.0","2000.0"
"'creatine', 'dietary supplement'","2.0","2000.0"
"'beverages', 'food'","1.0","2000.0"
"'endurance training', 'weight lifting', 'tape recording'","1.0","2000.0"
"'muscle stretching exercises', 'fasting'","1.0","2000.0"
"'endurance training', 'weight lifting'","1.0","2000.0"
"'coffee'","1.0","2000.0"
"'creatine', 'dietary supplement', 'endurance training'","1.0","2000.0"
"'amino acids', 'creatine', 'dietary carbohydrates', 'dietary supplement', 'fasting', 'weight lifting', 'resistance training'","1.0","2000.0"
"'psychotherapy'","1.0","2000.0"
"'amino acids', 'endurance training'","1.0","2000.0"
"'hyperbaric oxygenation', 'endurance training'","1.0","2000.0"
"'dietary supplement', 'magnesium', 'vitamins', 'minerals'","1.0","2000.0"
"'electric stimulation therapy', 'muscle stretching exercises'","1.0","2000.0"
"'calcium'","1.0","2000.0"
"'dietary carbohydrates'","1.0","2000.0"
"'cryotherapy'","1.0","2000.0"
"'facilitator to screening', 'muscle stretching exercises'","1.0","2000.0"
"'dietary supplement'","1.0","2000.0"
"'endurance training', 'creatine', 'dietary carbohydrates'","1.0","2000.0"
"'muscle stretching exercises', 'health education'","1.0","2000.0"
"'endurance training', 'leucine'","1.0","2000.0"
"'vitamin c', 'dietary supplement', 'endurance training', 'vitamin e'","1.0","2000.0"
"'creatine', 'dietary supplement', 'diet'","1.0","2000.0"
"'adrenal extract', 'endurance training', 'resistance training'","1.0","2000.0"
"'coffee', 'electric stimulation therapy', 'endurance training', 'diet', 'calcium'","1.0","2000.0"
"'food', 'endurance training', 'vitamin c', 'glutamine', 'diet'","1.0","2000.0"
"'endurance training', 'muscle stretching exercises', 'aerobic exercise'","1.0","2000.0"
"'dietary carbohydrates', 'endurance training'","1.0","2000.0"
"'dietary carbohydrates', 'dietary supplement', 'endurance training'","1.0","2000.0"
"'dietary carbohydrates', 'dietary fats', 'diet', 'endurance training'","1.0","2000.0"
"'dietary carbohydrates', 'food', 'muscle stretching exercises', 'diet'","1.0","2000.0"
"'diet', 'calcium', 'vitamins'","1.0","2000.0"
"'vitamin c', 'food', 'endurance training', 'glutamine'","1.0","2000.0"
"'aerobic exercise'","1.0","2000.0"
"'dietary supplement', 'endurance training', 'vitamin e'","1.0","2000.0"
"'dance therapy'","1.0","2000.0"
"'diet', 'beverages', 'muscle stretching exercises', 'aerobic exercise'","1.0","2000.0"
"'dietary carbohydrates', 'endurance training', 'fasting'","1.0","2000.0"
"'physiotherapy'","1.0","2000.0"
"'glutamine', 'muscle stretching exercises', 'endurance training'","1.0","2000.0"
"'beverages'","1.0","2000.0"
"'endurance training', 'psychotherapy', 'aerobic exercise'","1.0","2000.0"
"'dietary carbohydrates', 'banana'","1.0","2000.0"
"'dietary carbohydrates', 'diet'","1.0","2000.0"
"'diet', 'calcium'","1.0","2000.0"
"'vitamin c', 'dietary supplement', 'endurance training', 'selenium', 'vitamin e', 'diet', 'vitamins'","1.0","2000.0"
"'video-based education'","1.0","2000.0"
"'endurance training', 'weight lifting', 'diet', 'walking'","1.0","2000.0"
"'beverages', 'endurance training'","1.0","2000.0"
"'branched-chain amino acids', 'carnitine', 'dietary supplement', 'endurance training', 'creatine', 'amino acids', 'chromium'","1.0","2000.0"
"'endurance training', 'aerobic exercise'","1.0","2000.0"
"'health education', 'alcoholic beverages'","1.0","2000.0"
"'aerobic exercise', 'iron'","1.0","2000.0"
"'dietary carbohydrates', 'endurance training', 'chromium'","1.0","2000.0"
"'muscle stretching exercises'","30.0","2015.0"
"'endurance training'","18.0","2015.0"
"'resistance training'","17.0","2015.0"
"'health education'","10.0","2015.0"
"'physiotherapy'","8.0","2015.0"
"'aerobic exercise'","6.0","2015.0"
"'coffee'","6.0","2015.0"
"'facilitator to screening'","5.0","2015.0"
"'creatine'","4.0","2015.0"
"'endurance training', 'high-intensity interval training'","4.0","2015.0"
"'dietary carbohydrates'","4.0","2015.0"
"'muscle stretching exercises', 'resistance training'","4.0","2015.0"
"'endurance training', 'creatine'","4.0","2015.0"
"'beverages'","4.0","2015.0"
"'counseling'","4.0","2015.0"
"'endurance training', 'muscle stretching exercises'","3.0","2015.0"
"'applied kinesiology'","3.0","2015.0"
"'mountaineering'","3.0","2015.0"
"'muscle stretching exercises', 'high-intensity interval training'","3.0","2015.0"
"'music therapy'","3.0","2015.0"
"'dietary supplement'","3.0","2015.0"
"'endurance training', 'resistance training'","3.0","2015.0"
"'physiotherapy', 'kinesio tapes'","2.0","2015.0"
"'exercise interventions'","2.0","2015.0"
"'plyometric exercise'","2.0","2015.0"
"'beverages', 'dietary sodium'","2.0","2015.0"
"'muscle stretching exercises', 'physiotherapy'","2.0","2015.0"
"'biofeedback psychology'","2.0","2015.0"
"'feedback sensory'","2.0","2015.0"
"'muscle stretching exercises', 'walking'","2.0","2015.0"
"'cold-water immersion'","2.0","2015.0"
"'muscle stretching exercises', 'fasting'","2.0","2015.0"
"'coffee', 'energy drinks'","2.0","2015.0"
"'muscle stretching exercises', 'tai chi'","2.0","2015.0"
"'dietary carbohydrates', 'high-intensity interval training'","1.0","2015.0"
"'dietary carbohydrates', 'diet'","1.0","2015.0"
"'socioenvironmental therapy'","1.0","2015.0"
"'dance therapy', 'muscle stretching exercises'","1.0","2015.0"
"'diet', 'dietary sodium'","1.0","2015.0"
"'dietary supplement', 'iron'","1.0","2015.0"
"'dietary supplement', 'nitrate supplementation'","1.0","2015.0"
"'muscle stretching exercises', 'prehabilitation'","1.0","2015.0"
"'dance therapy', 'endurance training', 'muscle stretching exercises'","1.0","2015.0"
"'gluten-free diet', 'diet', 'wheat', 'food'","1.0","2015.0"
"'endurance training', 'resistance training', 'yoga', 'exercise interventions'","1.0","2015.0"
"'cognitive rehabilitation'","1.0","2015.0"
"'mobile applications', 'smartphone', 'ehealth device', 'rice'","1.0","2015.0"
"'counseling', 'fruit'","1.0","2015.0"
"'low-calorie diet', 'resistance training', 'weight lifting'","1.0","2015.0"
"'chinese herbal drugs', 'endurance training', 'quercetin', 'vitamin c'","1.0","2015.0"
"'creatine', 'dietary supplement', 'wrestling'","1.0","2015.0"
"'plants'","1.0","2015.0"
