"out","nb_article","annee"
"'sport performance|physiological performance|blood flow'","1.0","2001.0"
"'sport performance|physiological performance|homeostasis'","1.0","2001.0"
"'sport performance|performance recovery|physiological recovery|muscle repair', 'sport performance|health|rehabilitation|injuries treatment|healing'","1.0","2001.0"
"'sport performance|physical performance|strength performance|muscle strength', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect'","1.0","2001.0"
"'sport performance|physical performance|velocity|swimming velocity'","1.0","2001.0"
"'sport performance|technical performance|coordination|efficient coordination'","1.0","2001.0"
"'sport performance|physiological performance|heart rate', 'sport performance|physiological performance|homeostasis'","1.0","2001.0"
"'sport performance|physiological performance|stroke volume'","1.0","2001.0"
"'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue', 'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","2001.0"
"'sport performance|physiological performance|specific environnement adaptations|acclimatization'","1.0","2001.0"
"'sport performance|physical performance|endurance performance|anaerobic endurance performance|anaerobic performance'","1.0","2001.0"
"'sport performance|physical performance|endurance performance|endurance exercise performance', 'sport performance|physical performance|exercise performance'","1.0","2001.0"
"'sport performance|mental performance|emotion management|mood|feeling states', 'sport performance|mental performance|emotion management|stress management|psychological distress'","1.0","2001.0"
"'sport performance|health|rehabilitation'","4.0","1988.0"
"'sport performance|physiological performance|body composition'","3.0","1988.0"
"'sport performance|physical performance|endurance performance'","2.0","1988.0"
"'sport performance|physical performance|exercise performance'","2.0","1988.0"
"'sport performance|physical performance|endurance performance|aerobic performance|maximum oxygen consumption'","1.0","1988.0"
"'sport performance|health|injuries|hip injuries|femoral neck fracture', 'sport performance|health|injuries|lower limb injuries|slipped capital femoral epiphysis'","1.0","1988.0"
"'sport performance|health|injuries +  illness prevention|physiologic disturbances|menstrual dysfunction'","1.0","1988.0"
"'health|injuries +  illness prevention|physiologic disturbances|adverse event|adverse effect'","1.0","1988.0"
"'sport performance|physical performance|endurance performance', 'sport performance|physical performance|endurance performance|endurance capacity'","1.0","1988.0"
"'sport performance|physical performance|strength performance|muscle strength', 'sport performance|physical performance|endurance performance|aerobic performance|aerobic endurance', 'sport performance|physical performance|velocity', 'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","1.0","1988.0"
"'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","1.0","1988.0"
"'sport performance|mental performance|emotion management|stress management|stress', 'sport performance|health|injuries|hip injuries|snapping hip syndrome'","1.0","1988.0"
"'sport performance|technical performance|agility', 'sport performance|health|injuries +  illness prevention|physiologic disturbances|glycogen depletion'","1.0","1988.0"
"'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|plasma volume'","1.0","1988.0"
"'sport performance|health|rehabilitation', 'sport performance|health|rehabilitation|reflex control|reflex'","1.0","1988.0"
"'sport performance|mental performance|mental health|mental disorders|substance abuse'","1.0","1988.0"
"'sport performance|health|rehabilitation', 'sport performance|health|rehabilitation|joint range of motion'","1.0","1988.0"
"'sport performance|health|injuries|neurological injuries|concussion', 'sport performance|health|injuries|spine injuries'","1.0","1988.0"
"'sport performance|physiological performance|heart rate', 'sport performance|mental performance|emotion management|mood', 'sport performance|mental performance|emotion management|mood|mood response'","1.0","1988.0"
"'sport performance|physiological performance|body composition|weight loss'","1.0","1988.0"
"'sport performance|physical performance|strength performance|muscle hypertrophy'","1.0","1988.0"
"'sport performance|performance recovery|physical recovery|recovery of endurance', 'sport performance|performance recovery|physical recovery|recovery of endurance|recovery of endurance capacity'","1.0","1988.0"
"'sport performance|health|rehabilitation'","4.0","1993.0"
"'specific environnement adaptations|altitude performance|high-altitude illnesses|acute mountain sickness|fatigue'","2.0","1993.0"
"'sport performance|physical performance|velocity'","2.0","1993.0"
"'sport performance|physiological performance|stroke volume'","2.0","1993.0"
"'sport performance|physical performance|endurance performance', 'sport performance|physical performance|endurance performance|endurance exercise performance'","1.0","1993.0"
"'sport performance|physiological performance|specific environnement adaptations|exercise performance in hot and humid environments|plasma volume'","1.0","1993.0"
"'sport performance|physiological performance|blood flow', 'sport performance|health|organ system/region illnesses|gastrointestinal illnesses|heartburn', 'sport performance|health|organ system/region illnesses|gastrointestinal illnesses|vomiting'","1.0","1993.0"
"'sport performance|physical performance|endurance performance'","1.0","1993.0"
"'sport performance|physiological performance|heart rate', 'sport performance|performance recovery|psychological recovery|sleep'","1.0","1993.0"
"'sport performance|physical performance|physical characteristics'","1.0","1993.0"
"'sport performance|health|injuries|foot and ankle injuries|plantar fasciitis', 'sport performance|health|rehabilitation'","1.0","1993.0"
"'health|injuries +  illness prevention|physiologic disturbances|adverse event|safety'","1.0","1993.0"
"'sport performance|physiological performance|fatty acid oxidation'","1.0","1993.0"
"'sport performance|physical performance|endurance performance|aerobic performance|maximum oxygen consumption', 'sport performance|physical performance|endurance performance|aerobic performance|vo2max'","1.0","1993.0"
